original_text,cleaned_text,rating,sentiment,text_length
sangat bagus dan Saya sangat senang menggunakan aplikasi ini,sangat bagus dan saya sangat senang menggunakan aplikasi ini,5,positive,60
"Instagram makin lama knapa ya?, sudah punya Highlight terus pas pasang story mau masukin di highlight kok malah hilang highlight Instagram nya dari akun, tolong dongg",instagram makin lama knapa ya sudah punya highlight terus pas pasang story mau masukin di highlight kok malah hilang highlight instagram nya dari akun tolong dongg,5,positive,163
bagus banget,bagus banget,5,positive,12
"aplikasi yg sering di buka, dan yang paling informatif , Instagram the best",aplikasi yg sering di buka dan yang paling informatif instagram the best,5,positive,72
"Sangat senang ada aplikasi ini tpi sayangnya nga bisa ke update inii masih loding"" truss udah di tgg 4 hri",sangat senang ada aplikasi ini tpi sayangnya nga bisa ke update inii masih loding truss udah di tgg hri,4,positive,103
kalo udh lupa sandi gimnaa? knp gaada fitur apus kata sandi dan bisa di isi yg baru,kalo udh lupa sandi gimnaa knp gaada fitur apus kata sandi dan bisa di isi yg baru,1,negative,82
Sangat baik,sangat baik,5,positive,11
tolong kembalikan fitur live nya,tolong kembalikan fitur live nya,1,negative,32
sangat bagus untuk poto pto,sangat bagus untuk poto pto,5,positive,27
"aku kasih bintang 1 soalnya tiba2 tampilan instagram berubah malah jadi kayak TikTok, sumpah nggak nyaman banget!!😭 lebih suka ada fitur ""Explore"" supaya bisa beragam liat update foto / video nya. Tolong balikin fitur ""EXPLORE"" 😩",aku kasih bintang soalnya tiba tampilan instagram berubah malah jadi kayak tiktok sumpah nggak nyaman banget lebih suka ada fitur explore supaya bisa beragam liat update foto video nya tolong balikin fitur explore,1,negative,213
sangat buruk,sangat buruk,1,negative,12
Update ga tambah bagus tp tambah jelek,update ga tambah bagus tp tambah jelek,1,negative,38
KNP TIDAK BISA LIVE,knp tidak bisa live,2,negative,19
kenapa sekarang Instagram kalau followers dibawah 1000 gabisa siaran langsung ya?,kenapa sekarang instagram kalau followers dibawah gabisa siaran langsung ya,1,negative,75
"mintollll buat fitur live jangan minim 1000 pengikut baru bisa donggg, kasiann kan gabisa liveee",mintollll buat fitur live jangan minim pengikut baru bisa donggg kasiann kan gabisa liveee,5,positive,90
ngebug Mulu percuma laporkan GE gada benernya,ngebug mulu percuma laporkan ge gada benernya,1,negative,45
jirr nge lag,jirr nge lag,4,positive,12
sangat bagus 👍,sangat bagus,5,positive,12
Bagus Banget Untuk Aplikasi Ini Berguna,bagus banget untuk aplikasi ini berguna,5,positive,39
"mendingan versi lama , versi sekarang mah kalo ngedit yg dicoencet nya apa yg ke pencetnya apa jadi males main ig semenjak error mulu kalo ngedit sg maaf rate 1 karna BURUK",mendingan versi lama versi sekarang mah kalo ngedit yg dicoencet nya apa yg ke pencetnya apa jadi males main ig semenjak error mulu kalo ngedit sg maaf rate karna buruk,1,negative,168
"di update bukanya bagus/gampangin pengguna malah semakin busuk, semakin ga jelas aplikasinya udahla gausah neko neko tiru tiru aplikasi sebelah niatnya liat rels keluarnya iklan mulu, rels 3,4 vidio iklan bejibun ,algoritmanya amburadul pula setelah di update kecewa saya sama ig sekarang lama lama kaya aplikasi sebelah fitur belanjanya sudah baguus, yang lain tidak nyusahin pengguna",di update bukanya bagus gampangin pengguna malah semakin busuk semakin ga jelas aplikasinya udahla gausah neko neko tiru tiru aplikasi sebelah niatnya liat rels keluarnya iklan mulu rels vidio iklan bejibun algoritmanya amburadul pula setelah di update kecewa saya sama ig sekarang lama lama kaya aplikasi sebelah fitur belanjanya sudah baguus yang lain tidak nyusahin pengguna,1,negative,377
"ngebug, story yang udah di upload ga masuk arsip. jadinya gabisa dibuat highlight😇",ngebug story yang udah di upload ga masuk arsip jadinya gabisa dibuat highlight,1,negative,79
"tolong saya ga bisa live di ig, soalnya di situnya pengikut nya harus 1.000 followers, punya saya gak smpe segitu tapi yang lain pengikutnya gak sampe segitu bisa live kok saya gak bisa live ya, maap saya kasih bintang 1 aja, tolong di perbaiki, terimakasih 🙏🏻🙏🏻😊",tolong saya ga bisa live di ig soalnya di situnya pengikut nya harus followers punya saya gak smpe segitu tapi yang lain pengikutnya gak sampe segitu bisa live kok saya gak bisa live ya maap saya kasih bintang aja tolong di perbaiki terimakasih,1,negative,244
BAGUS TINGKAT KAN KUALITAS TERbaik,bagus tingkat kan kualitas terbaik,5,positive,34
apk apaan ni akun gw eror no bintang sebenarnya terpaksa aja gua nih,apk apaan ni akun gw eror no bintang sebenarnya terpaksa aja gua nih,1,negative,68
aplikasinya sangat bgus,aplikasinya sangat bgus,4,positive,23
knp sekarang Instagram tidak bisa live mohon di jawab ka,knp sekarang instagram tidak bisa live mohon di jawab ka,1,negative,56
aku ingin konten² ku dilihat semua orang,aku ingin konten ku dilihat semua orang,5,positive,39
update angin gede banget size nya,update angin gede banget size nya,1,negative,33
for refreshing,for refreshing,5,positive,14
"Ig jahat banget, kecewa.",ig jahat banget kecewa,1,negative,22
tambahkan fitur live nya soal nya tidak ada,tambahkan fitur live nya soal nya tidak ada,4,positive,43
berita terdepan ada disini,berita terdepan ada disini,4,positive,26
mengapa tidak bisa membuka dm,mengapa tidak bisa membuka dm,1,negative,29
mantap sekali...bisa membantu lebih luas,mantap sekali bisa membantu lebih luas,5,positive,38
"sangat menghibur,memberi info terbaru🥰",sangat menghibur memberi info terbaru,5,positive,37
ini kenapa aneh banget eror Mulu Juni 2025 login udh bener sandi udah bener tapi tetap sala tolong lekas di perbaiki kerjaan ku numpuk sampe sekarang belum bisa login 😭,ini kenapa aneh banget eror mulu juni login udh bener sandi udah bener tapi tetap sala tolong lekas di perbaiki kerjaan ku numpuk sampe sekarang belum bisa login,2,negative,161
"bug komentar , setiap mau lihat komentar di postingam yang banyak komentar malah tidak bisa terlihat",bug komentar setiap mau lihat komentar di postingam yang banyak komentar malah tidak bisa terlihat,1,negative,98
"tolong untuk banned atau semacamnya, di sertakan notifikasi bahwa akun sedang ter banned, dan di cantumkan juga kenapa dan apa penyebab akun itu di kenai batasan,, TOLONG DI PERBAIKI GA BISA NGE LIKE POSTINGAN NIHHH!!!!!!!!!",tolong untuk banned atau semacamnya di sertakan notifikasi bahwa akun sedang ter banned dan di cantumkan juga kenapa dan apa penyebab akun itu di kenai batasan tolong di perbaiki ga bisa nge like postingan nihhh,5,positive,211
"apaan si ini apk, pas kita upload vidio di cerita tuh kaga bisa, tertulis kata terjadi kesalahan. entah apa yang salah, padahal apk nya udah aku ubdate, udah aku laporkan, udh aku goyangkan hp saat terjadi kesalahan tetep aja gabisa, udah aku uninstal, aku download lagi trus aku tes upload cerita lagi tetep aja gabisa. plis geram bgt , mana sekarang lagunya gada lagi. ini bukan terjadi sekali dua kali tapi berkali kali",apaan si ini apk pas kita upload vidio di cerita tuh kaga bisa tertulis kata terjadi kesalahan entah apa yang salah padahal apk nya udah aku ubdate udah aku laporkan udh aku goyangkan hp saat terjadi kesalahan tetep aja gabisa udah aku uninstal aku download lagi trus aku tes upload cerita lagi tetep aja gabisa plis geram bgt mana sekarang lagunya gada lagi ini bukan terjadi sekali dua kali tapi berkali kali,1,negative,410
sukaa sekali . pokoknya terlalu bagus,sukaa sekali pokoknya terlalu bagus,5,positive,35
bagus tapi agak sedikit ngelag mohon di benarkan lagi,bagus tapi agak sedikit ngelag mohon di benarkan lagi,5,positive,53
"Masi suka ketinggalan updatean terbaru , tapi gpp yg penting ke pake buat kebutuhan sehari hari hhe",masi suka ketinggalan updatean terbaru tapi gpp yg penting ke pake buat kebutuhan sehari hari hhe,4,positive,97
Tidak bagus,tidak bagus,2,negative,11
saya tidak bisa follow orang. padahal tidak ada tindak kejahatan selama menggunakan aplikasi,saya tidak bisa follow orang padahal tidak ada tindak kejahatan selama menggunakan aplikasi,2,negative,91
"saya suka sekali mengunakan instgaram, karna saya bisa menemukan banyak temen di instgram",saya suka sekali mengunakan instgaram karna saya bisa menemukan banyak temen di instgram,5,positive,88
"ribet banget sekarang ya,live streaming aja harus 1 RB followers",ribet banget sekarang ya live streaming aja harus rb followers,1,negative,62
"Teruslah berkembang mengikuti zaman, selalu berikan kejutan supaya semakin banyak pengguna yg senang, hingga dimasa depan aplikasi ini digunakan dan bermanfaat bagi seluruh pengguna selain digunakan untuk hiburan juga ladang mencari duit,",teruslah berkembang mengikuti zaman selalu berikan kejutan supaya semakin banyak pengguna yg senang hingga dimasa depan aplikasi ini digunakan dan bermanfaat bagi seluruh pengguna selain digunakan untuk hiburan juga ladang mencari duit,5,positive,235
"kualitas menurun, upload foto banyak dikit rendering",kualitas menurun upload foto banyak dikit rendering,1,negative,51
bagus banget kamera nya 🤙🏻🤙🏻,bagus banget kamera nya,5,positive,23
aplikasi ini sangat berguna bagi saya untuk bersosialisasi dan banyak hiburan yang asik di aplikasi ini pokoknya mantap ini aplikasi,aplikasi ini sangat berguna bagi saya untuk bersosialisasi dan banyak hiburan yang asik di aplikasi ini pokoknya mantap ini aplikasi,5,positive,132
seru banget apknya,seru banget apknya,5,positive,18
sangat bagus dan praktis saya sangat Puas dengan aplikasinya,sangat bagus dan praktis saya sangat puas dengan aplikasinya,5,positive,60
sangat nyaman,sangat nyaman,5,positive,13
semakin bagus,semakin bagus,5,positive,13
"semakin update semakin banyak bug, filter tak berguna, tak ada yang bisa dipakai, aplikasi sampah.",semakin update semakin banyak bug filter tak berguna tak ada yang bisa dipakai aplikasi sampah,1,negative,94
"aplikasi ini bagus aku suka, bisa nonton,berbagi cerita,dan lain lain",aplikasi ini bagus aku suka bisa nonton berbagi cerita dan lain lain,5,positive,68
bagus tapi kadang kadang suka lag,bagus tapi kadang kadang suka lag,5,positive,33
"sekarang gajelas ya, di diemin ngelunjak",sekarang gajelas ya di diemin ngelunjak,1,negative,39
highlights lu burik bego,highlights lu burik bego,1,negative,24
apk paling simpel dan bagus,apk paling simpel dan bagus,5,positive,27
Min admin yok konten sama I ntr masuk tv hahaha Dm IG @zcbela,min admin yok konten sama i ntr masuk tv hahaha dm ig,5,positive,53
easy n simpel,easy n simpel,5,positive,13
instagram ini sangat bagus 💯 👍,instagram ini sangat bagus,1,negative,26
saran teman di story lu nyusahin blok,saran teman di story lu nyusahin blok,2,negative,37
tolong perluas jangkauan postingan ku,tolong perluas jangkauan postingan ku,5,positive,37
ini gimana sih mau aplod vdio 30 detik malah kepotong banyak bgt jadi 5 detik gitu gajelas smoga lebih di perhatikan lagi!!!,ini gimana sih mau aplod vdio detik malah kepotong banyak bgt jadi detik gitu gajelas smoga lebih di perhatikan lagi,1,negative,116
cukup mudah di pahami,cukup mudah di pahami,5,positive,21
terjemahan suara nya ilang padahal di pengaturan sudah di nyalain,terjemahan suara nya ilang padahal di pengaturan sudah di nyalain,1,negative,65
kenapa Ig aku tiba tiba di tangguhkan tanpa alasan tiba tiba,kenapa ig aku tiba tiba di tangguhkan tanpa alasan tiba tiba,1,negative,60
"aplikasi sangat bagus,",aplikasi sangat bagus,5,positive,21
"nggak bisa live, ini Bug atau apa dah? sengaja bintang lima biar kebaca",nggak bisa live ini bug atau apa dah sengaja bintang lima biar kebaca,5,positive,69
Aplikasi nya buruk gk bisa login,aplikasi nya buruk gk bisa login,1,negative,32
yang yangavksjnaklaeh a ahli bahasa dari rumpun bambu LivE,yang yangavksjnaklaeh a ahli bahasa dari rumpun bambu live,1,negative,58
bagus sekali saya suka,bagus sekali saya suka,5,positive,22
Saya sudah memasuki email tapi tidak bisa,saya sudah memasuki email tapi tidak bisa,4,positive,41
makin kesini makin besar mb nya,makin kesini makin besar mb nya,4,positive,31
"BAGUS BGT, tapi entah kenapa filter' di ig ilang walaupun ga semua ilang si, tapi ya filter yg ilang itu filter favorit aku😭😭 yg sering di pake buat foto'an, trs juga musik minimal banyakin lgi detiknya hehe, biar puas ngedenger lagu nya lama🤭 ya semoga bisa berkembang dan perbaiki lagi ya semua efeknya! 💕",bagus bgt tapi entah kenapa filter di ig ilang walaupun ga semua ilang si tapi ya filter yg ilang itu filter favorit aku yg sering di pake buat foto an trs juga musik minimal banyakin lgi detiknya hehe biar puas ngedenger lagu nya lama ya semoga bisa berkembang dan perbaiki lagi ya semua efeknya,5,positive,296
"di apk instagram ada kendala yaitu pas sudah di dalam apk nya tiba tiba saya dipaksa keluar dari dalam dan terus berulang selama berkali kali, jadi saya tidak bisa menggunakan instagram, tolong dong pihak dev ini kenapa ya😅 apa saya saja yg terjadi kendala seperti ini😅😅",di apk instagram ada kendala yaitu pas sudah di dalam apk nya tiba tiba saya dipaksa keluar dari dalam dan terus berulang selama berkali kali jadi saya tidak bisa menggunakan instagram tolong dong pihak dev ini kenapa ya apa saya saja yg terjadi kendala seperti ini,2,negative,265
Beda dari yg lain rorr,beda dari yg lain rorr,5,positive,22
ada apa ini setelah di perbarui ai nya masih tidak berfungsi,ada apa ini setelah di perbarui ai nya masih tidak berfungsi,2,negative,60
Aplikasi ini sangat membantu saya dalam membuat konten,aplikasi ini sangat membantu saya dalam membuat konten,5,positive,54
"Keluar sendiri, susah memulihkan akun melalui video & foto selfie, sudah menggunakan autentikasi tetap tidak mau login, saya sudah contact namun belum ada balasan dari pihak instagram",keluar sendiri susah memulihkan akun melalui video foto selfie sudah menggunakan autentikasi tetap tidak mau login saya sudah contact namun belum ada balasan dari pihak instagram,1,negative,178
Orang gak bs masuk og,orang gak bs masuk og,1,negative,21
seruu bngett ga bosen bosen pake aplikasi ini,seruu bngett ga bosen bosen pake aplikasi ini,5,positive,45
nggak bagus aplikasi Instagram selalu error bikin emosi 💢,nggak bagus aplikasi instagram selalu error bikin emosi,1,negative,55
"Instagram makin buruk aja, masa baru follow beberapa akun aja udah dibatasi udh gitu postingan sering tiba2 dihapus tanpa alasan yg jelas👎",instagram makin buruk aja masa baru follow beberapa akun aja udah dibatasi udh gitu postingan sering tiba dihapus tanpa alasan yg jelas,1,negative,135
bagus banget dan seseruh itu dan banyak hal yg ku tau tentang media sosial di Instragram ini,bagus banget dan seseruh itu dan banyak hal yg ku tau tentang media sosial di instragram ini,5,positive,92
knp waktu lihat hp sering hilang ig nya,knp waktu lihat hp sering hilang ig nya,5,positive,39
sangat bagus itu dari saya soalahnya saya ga ada kata² lagi,sangat bagus itu dari saya soalahnya saya ga ada kata lagi,4,positive,58
"akun saya tersuspend sementara, dan orang lain juga banyak yang kena, payahhhh",akun saya tersuspend sementara dan orang lain juga banyak yang kena payahhhh,1,negative,76
sangat bagu,sangat bagu,4,positive,11
tq very much,tq very much,4,positive,12
"mengapa tidak bisa memposting reel? mohon di perbaiki lagi, Terima kasih",mengapa tidak bisa memposting reel mohon di perbaiki lagi terima kasih,2,negative,70
Hiburan dan informasi lengkap dan cepat dinikmati,hiburan dan informasi lengkap dan cepat dinikmati,5,positive,49
aplikasi nya bagus Vidio nya sesuai dengan kondisi kita😄😁😁😁,aplikasi nya bagus vidio nya sesuai dengan kondisi kita,4,positive,55
di aku ko. update an nya yg baru ga ada ya.,di aku ko update an nya yg baru ga ada ya,2,negative,41
